id_gsn;monastery_name;Lon;Lat;Standort;diocese;order_name;order_begin_tpq;order_end_tpq;alt_label_diocese;RG_Abkuerzung;id_order
187;Benediktinerinnenkloster Alsleben, später Kollegiatstift;11.681630;51.700719;Alsleben (Saale);Halberstadt;Benediktinerinnen;929;1448;eccl. Halberstad.;o. s. Ben.;33
189;Benediktinerkloster Ballenstedt, zuvor Kollegiatstift;11.218279;51.718667;Ballenstedt;Halberstadt;Benediktiner;1123;1525;eccl. Halberstad.;o. s. Ben.;16
196;Benediktinerinnenkloster Hecklingen;11.533508;51.846635;Hecklingen;Halberstadt;Benediktinerinnen;1130;1559;eccl. Halberstad.;o. s. Ben.;33
198;Benediktinerkloster Hillersleben;11.488327;52.273091;Hillersleben;Halberstadt;Benediktiner;1096;1632;eccl. Halberstad.;o. s. Ben.;16
202;Benediktinerkloster Konradsburg, Ermsleben (später Kartäuser);11.347306;51.714333;Ermsleben;Halberstadt;Benediktiner;1120;1476;eccl. Halberstad.;o. s. Ben.;16
208;Zisterzienserinnenkloster Sangerhausen;11.3015;51.474389;Sangerhausen;Halberstadt;Zisterzienserinnen;1123;1540;eccl. Halberstad.;o. Cist.;28
212;Benediktinerkloster Wimmelburg;11.5143;51.5197;Wimmelburg;Halberstadt;Benediktiner;1059;1524;eccl. Halberstad.;o. s. Ben.;16
224;Zisterzienserinnenkloster Abbenrode, zuvor Kanonissenstift;10.627222;51.930278;Abbenrode;Halberstadt;Zisterzienserinnen;1240;1555;eccl. Halberstad.;o. Cist.;28
227;Benediktinerinnenkloster Eldena;11.4275;53.228056;Eldena;Ratzeburg;Benediktinerinnen;1229;1558;eccl. Razeburg.;o. s. Ben.;33
232;Prämonstratenserinnenstift Rehna;11.050278;53.780278;Rehna;Ratzeburg;Benediktinerinnen;1236;1319;eccl. Razeburg.;o. s. Ben.;33
243;Zisterzienserinnenkloster Blankenburg;10.954536;51.787787;Blankenburg (Harz);Halberstadt;Zisterzienser-Doppelkloster;1234;1305;eccl. Halberstad.;o. Cist.;57
243;Zisterzienserinnenkloster Blankenburg;10.954536;51.787787;Blankenburg (Harz);Halberstadt;Zisterzienserinnen;1305;1532;eccl. Halberstad.;o. Cist.;28
246;Benediktinerkloster Gröningen;11.20001;51.93466;Gröningen;Halberstadt;Benediktiner;936;1545;eccl. Halberstad.;o. s. Ben.;16
247;Benediktinerinnenkloster Hadmersleben;11.301667;51.9925;Hadmersleben;Halberstadt;Benediktinerinnen;961;1810;eccl. Halberstad.;o. s. Ben.;33
249;Benediktinerinnenkloster Stötterlingenburg;10.6665;51.96735;Stötterlingenburg;Halberstadt;Benediktinerinnen;987;1540;eccl. Halberstad.;o. s. Ben.;33
251;Kanonissenstift Gerbstedt, später Benediktinerinnenkloster;11.628679;51.631596;Gerbstedt;Halberstadt;Benediktinerinnen;1118;1540;eccl. Halberstad.;o. s. Ben.;33
253;Benediktinerkloster Ilsenburg;10.678611;51.859722;Ilsenburg (Harz);Halberstadt;Benediktiner;1111;1631;eccl. Halberstad.;o. s. Ben.;16
254;Zisterzienserinnenkloster Adersleben;11.184722;51.893056;Adersleben;Halberstadt;Zisterzienserinnen;1234;1809;eccl. Halberstad.;o. Cist.;28
259;Zisterzienserkloster Sittichenbach;11.51805371927861;51.46648891895386;Sittichenbach;Halberstadt;Zisterzienser;1141;1525;eccl. Halberstad.;o. Cist.;5
260;Benediktinerkloster Huysburg, Huy;11.001931;51.960186;Huy-Neinstedt;Halberstadt;Benediktiner;1411;1804;eccl. Halberstad.;o. s. Ben.;16
260;Benediktinerkloster Huysburg, Huy;11.001931;51.960186;Huy-Neinstedt;Halberstadt;Benediktiner-Doppelkloster;1075;1411;eccl. Halberstad.;o. s. Ben.;48
265;Kanonissenstift Vitzenburg, später Benediktinerkloster, später Reinsdorf;11.596600;51.294648;Reinsdorf;Halberstadt;Benediktiner;1102;1539;eccl. Halberstad.;o. s. Ben.;16
266;Benediktinerpropstei Hagenrode;11.117590;51.655210;† Hagenrode bei Alexisbad;Halberstadt;Benediktiner;975;1500;eccl. Halberstad.;o. s. Ben.;16
268;Benediktinerinnenkloster Holzzelle (Hornburg);11.587;51.453;Hornburg;Halberstadt;Benediktinerinnen;827;1525;eccl. Halberstad.;o. s. Ben.;33
269;Benediktinerkloster Eilversdorf (Marienzell);11.5368333333333;51.374;Eilversdorf;Halberstadt;Benediktiner;1107;1558;eccl. Halberstad.;o. s. Ben.;16
271;Benediktiner-, später Zisterzienserinnenkloster Rohrbach bei Oberröblingen;11.28505791438664;51.44167566215361;Rohrbach;Halberstadt;Benediktiner;1115;1319;eccl. Halberstad.;o. s. Ben.;16
271;Benediktiner-, später Zisterzienserinnenkloster Rohrbach bei Oberröblingen;11.28505791438664;51.44167566215361;Rohrbach;Halberstadt;Zisterzienserinnen;1319;1544;eccl. Halberstad.;o. Cist.;28
273;Benediktinerkloster Goseck;11.875448;51.192443;Goseck;Halberstadt;Benediktiner;1036;1540;eccl. Halberstad.;o. s. Ben.;16
279;Zisterzienserinnenkloster St. Marien zu Helfta (bei Eisleben), später Neuenhelfta;11.549687;51.531448;Neuenhelfta;Halberstadt;Zisterzienserinnen;1229;1545;eccl. Halberstad.;o. Cist.;28
279;Zisterzienserinnenkloster St. Marien zu Helfta (bei Eisleben), später Neuenhelfta;11.579472;51.508472;Helfta;Halberstadt;Zisterzienserinnen;1229;1545;eccl. Halberstad.;o. Cist.;28
280;Zisterzienserinnenkloster St. Katharina, Wolmirstedt;11.628690;52.248476;Wolmirstedt;Halberstadt;Zisterzienserinnen;1225;1577;eccl. Halberstad.;o. Cist.;28
281;Zisterzienserinnenkloster Heiligental (Peterstal, Mehringen);11.51603802493703;51.72715900535222;Mehringen;Halberstadt;Zisterzienserinnen;1225;1525;eccl. Halberstad.;o. Cist.;28
282;Zisterzienserinnenkloster St. Marien (Graues Kloster), Aschersleben;11.45980764615187;51.75162739106499;Aschersleben;Halberstadt;Zisterzienserinnen;1267;1525;eccl. Halberstad.;o. Cist.;28
284;Zisterzienserinnenkloster Marienstuhl, Egeln;11.427961;51.940886;Egeln;Halberstadt;Zisterzienserinnen;1259;1809;eccl. Halberstad.;o. Cist.;28
285;Zisterzienserkloster Michaelstein;10.91386208894532;51.80596748168077;Michaelstein;Halberstadt;Zisterzienser;1147;1544;eccl. Halberstad.;o. Cist.;5
286;Zisterzienserinnenkloster Nicolaurieth;11.37258;51.379241;Mönchpfiffel;Halberstadt;Zisterzienserinnen;1100;1540;eccl. Halberstad.;o. Cist.;28
291;Benediktinerabtei Memleben;11.497458;51.266417;Memleben;Mainz;Benediktiner;979;1551;eccl. Magunt.;o. s. Ben.;16
294;Benediktinerkloster Klostermansfeld;11.497174;51.584180;Klostermansfeld;Halberstadt;Benediktiner;1170;1525;eccl. Halberstad.;o. s. Ben.;16
297;Benediktinerinnenkloster St. Marien auf dem Münzenberg, Quedlinburg;11.1501666666667;51.788;Quedlinburg;Halberstadt;Benediktinerinnen;986;1539;eccl. Halberstad.;o. s. Ben.;33
301;Zisterzienserinnenkloster St. Jacobi-St. Burchardi, Halberstadt;11.042222;51.901389;Halberstadt;Halberstadt;Zisterzienserinnen;1199;1810;eccl. Halberstad.;o. Cist.;28
307;Benediktinerinnenkloster Walbeck;11.469523823261417;51.66694591850791;Walbeck;Halberstadt;Benediktinerinnen;992;1540;eccl. Halberstad.;o. s. Ben.;33
308;Zisterzienserinnenkloster Wasserleben;10.75789121814903;51.92084892957639;Wasserleben;Halberstadt;Zisterzienserinnen;1295;1687;eccl. Halberstad.;o. Cist.;28
317;Zisterzienserinnenkloster Medingen;10.600115123900663;53.13146733297166;Altenmedingen;Verden;Zisterzienserinnen;1228;1559;eccl. Verden.;o. Cist.;28
318;Benediktinerinnenkloster Neuenwalde;8.65866666666667;53.8175;Altenwalde;Bremen-Hamburg;Benediktinerinnen;1219;1630;eccl. Bremen.;o. s. Ben.;33
318;Benediktinerinnenkloster Neuenwalde;8.691242;53.676064;Neuenwalde;Bremen-Hamburg;Benediktinerinnen;1219;1630;eccl. Bremen.;o. s. Ben.;33
319;Benediktinerinnenkloster Neukloster bei Buxtehude;9.633167566169698;53.48277051641643;Neukloster;Verden;Benediktinerinnen;1274;1705;eccl. Verden.;o. s. Ben.;33
322;Benediktinerkloster (Bad) Iburg;8.041806;52.157917;Iburg;Osnabrück;Benediktiner;1082;1803;eccl. Osnaburg.;o. s. Ben.;16
330;Zisterzienserinnenkloster Bersenbrück;7.950078;52.55539;Bersenbrück;Osnabrück;Zisterzienserinnen;1231;1595;eccl. Osnaburg.;o. Cist.;28
349;Zisterzienserkloster Hude;8.449076;53.116999;Hude (Oldenburg);Bremen-Hamburg;Zisterzienser;1197;1536;eccl. Bremen.;o. Cist.;5
354;Benediktinerinnenkloster Burlage, später Damenstift;8.378973;52.508125;Burlage;Minden;Benediktinerinnen;1126;1538;eccl. Minden.;o. s. Ben.;33
357;Benediktinerabtei Bursfelde;9.624722;51.541667;Bursfelde;Mainz;Benediktiner;1093;1585;eccl. Magunt.;o. s. Ben.;16
358;Benediktinerinnenkloster Buxtehude-Altkloster (Oldenkloster);9.690971;53.466054;Buxtehude;Verden;Benediktinerinnen;1196;1648;eccl. Verden.;o. s. Ben.;33
395;Zisterzienserkloster Hamelspringe (geplant);9.40383333333333;52.1911666666667;Hamelspringe;Minden;Zisterzienser;1318;1318;eccl. Minden.;o. Cist.;5
399;Kollegiatstift Harsefeld, später Benediktiner;9.501667;53.453889;Harsefeld;Bremen-Hamburg;Benediktiner;1100;1647;eccl. Bremen.;o. s. Ben.;16
402;Zisterzienserinnenkloster Rulle;8.053653;52.335717;Rulle;Osnabrück;Zisterzienserinnen;1230;1802;eccl. Osnaburg.;o. Cist.;28
403;Kanonissenstift Heeslingen, später Benediktinerinnenabtei Zeven;9.2812;53.296789;Zeven;Bremen-Hamburg;Benediktinerinnen;1226;1647;eccl. Bremen.;o. s. Ben.;33
406;Benediktinerinnenkloster Heiligenrode (zeitweilig Doppelkloster);8.706639;52.983056;Heiligenrode;Bremen-Hamburg;Benediktinerinnen;1189;1565;eccl. Bremen.;o. s. Ben.;33
415;Benediktinerabtei Corvey, kurzzeitig Domstift;9.41;51.777778;Corvey;Paderborn;Benediktiner;815;1794;eccl. Paderburn.;o. s. Ben.;16
418;Zisterzienserinnenkloster Himmelpforten, später Damenstift;9.304719411085372;53.61463941273255;Himmelpforten;Bremen-Hamburg;Zisterzienserinnen;1245;1558;eccl. Bremen.;o. Cist.;28
419;Zisterzienserinnenkloster Höckelheim;9.963611;51.700833;Höckelheim;Mainz;Zisterzienserinnen;1247;1576;eccl. Magunt.;o. Cist.;28
425;Zisterzienserabtei Ihlow;7.458889;53.404167;Ihlow;Bremen-Hamburg;Zisterzienser;1216;1529;eccl. Bremen.;o. Cist.;5
445;Benediktinerkloster Belecke;8.339444;51.483611;Belecke;Köln;Benediktiner;1064;1804;eccl. Colon.;o. s. Ben.;16
446;Zisterzienserinnenkloster Benninghausen;8.2398888888889;51.65775;Benninghausen;Köln;Zisterzienserinnen;1240;1804;eccl. Colon.;o. Cist.;28
472;Zisterzienserabtei Bredelar;8.7725;51.417778;Bredelar;Paderborn;Zisterzienser;1196;1804;eccl. Paderburn.;o. Cist.;5
474;Zisterzienserinnen, später Benediktinerinnenabtei Brenkhausen;9.351727;51.802644;Brenkhausen;Paderborn;Zisterzienserinnen;1235;1601;eccl. Paderburn.;o. Cist.;28
484;Zisterzienserinnenkloster Marienborn, Coesfeld;7.165951;51.944245;Coesfeld;Münster;Zisterzienserinnen;1230;1803;eccl. Monast.;o. Cist.;28
505;Zisterzienserinnenkloster Drolshagen;7.778814;51.023001;Drolshagen;Köln;Zisterzienserinnen;1200;1803;eccl. Colon.;o. Cist.;28
514;Zisterzienserinnenkloster Falkenhagen;9.30655;51.89013;Falkenhagen;Paderborn;Zisterzienserinnen;1247;1407;eccl. Paderburn.;o. Cist.;28
521;Zisterzienserinnenkloster Fröndenberg;7.7965166;51.4308366;Fröndenberg;Köln;Zisterzienserinnen;1230;1545;eccl. Colon.;o. Cist.;28
524;Benediktinerinnenabtei Gehrden;9.119575;51.654008;Gehrden;Paderborn;Benediktinerinnen;1148;1810;eccl. Paderburn.;o. s. Ben.;33
529;Zisterzienserinnenabtei Gevelsberg;7.327231;51.314136;Gevelsberg;Köln;Zisterzienserinnen;1230;1567;eccl. Colon.;o. Cist.;28
534;Benediktinerabtei Grafschaft;8.3241666666667;51.144444444444;Grafschaft;Köln;Benediktiner;1072;1804;eccl. Colon.;o. s. Ben.;16
535;Zisterzienserinnenabtei Gravenhorst;7.6241666666667;52.287222222222;Gravenhorst;Osnabrück;Zisterzienserinnen;1256;1467;eccl. Osnaburg.;o. Cist.;28
536;Wilhelmiten-, später Zisterzienserkloster Groß-Burlo (Borken);6.778339;51.906099;Groß-Burlo;Münster;Zisterzienser;1448;1803;eccl. Monast.;o. Cist.;5
542;Zisterzienserabtei Hardehausen;8.998964;51.549733;Hardehausen;Paderborn;Zisterzienser;1150;1803;eccl. Paderburn.;o. Cist.;5
545;Benediktinerinnenabtei Herdecke;7.43191;51.400186;Herdecke;Köln;Benediktinerinnen;1214;1488;eccl. Colon.;o. s. Ben.;33
559;Kanonissenstift Herzebrock, später Benediktinerinnenkloster;8.245347;51.885035;Herzebrock;Osnabrück;Benediktinerinnen;1208;1805;eccl. Osnaburg.;o. s. Ben.;33
561;Zisterzienserinnenabtei Himmelpforten;8.004827;51.492693;Himmelpforten;Köln;Zisterzienserinnen;1285;1804;eccl. Colon.;o. Cist.;28
567;Zisterzienserinnenkloster Holthausen;8.543072;51.547536;Büren;Paderborn;Zisterzienserinnen;1243;1810;eccl. Paderburn.;o. Cist.;28
572;Zisterzienserinnenkloster Kentrop, Hamm;7.836111;51.679583;Kentrop;Köln;Zisterzienserinnen;1270;1808;eccl. Colon.;o. Cist.;28
575;Wilhelmiten-, später Zisterzienserkloster Klein-Burlo;7.250419;52.046579;Klein-Burlo;Münster;Zisterzienser;1448;1798;eccl. Monast.;o. Cist.;5
580;Zisterzienserinnenabtei Leeden, später Damenstift;7.884023;52.214137;Leeden;Osnabrück;Zisterzienserinnen;1240;1538;eccl. Osnaburg.;o. Cist.;28
591;Zisterzienserinnenkloster Levern, später Damenstift;8.454167;52.374444;Levern;Minden;Zisterzienserinnen;1227;1543;eccl. Minden.;o. Cist.;28
592;Kanonissenstift und Benediktinerkloster Liesborn;8.259632;51.712515;Liesborn;Münster;Benediktiner;1130;1803;eccl. Monast.;o. s. Ben.;16
601;Zisterzienserkloster Rüde (Rudekloster);9.543553;54.831678;Rüde;Schleswig;Zisterzienser;1209;1541;eccl. Sleswic.;o. Cist.;5
609;Zisterzienserabtei Marienfeld;8.281086;51.94648;Marienfeld;Münster;Zisterzienser;1185;1803;eccl. Monast.;o. Cist.;5
610;Benediktinerabtei Marienmünster;9.2124777777778;51.831722222222;Marienmünster;Paderborn;Benediktiner;1128;1803;eccl. Paderburn.;o. s. Ben.;16
611;Benediktinerkloster Marsberg;8.852222;51.452778;Marsberg;Paderborn;Benediktiner;826;1803;eccl. Paderburn.;o. s. Ben.;16
617;Benediktinerinnenkloster Minden, genannt Marienstift;8.91326;52.294422;Minden;Minden;Benediktinerinnen;993;1421;eccl. Minden.;o. s. Ben.;33
620;Benediktinerabtei Minden;8.91326;52.294422;Minden;Minden;Benediktiner;1042;1810;eccl. Minden.;o. s. Ben.;16
632;Frauenstift St. Marien Überwasser, Münster, später Benediktinerinnen;7.6225;51.964167;Münster;Münster;Benediktinerinnen;1460;1774;eccl. Monast.;o. s. Ben.;33
637;Zisterzienserinnen-/Benediktinerinnenkloster St. Aegidii, Münster;7.62371;51.96052;Münster;Münster;Benediktinerinnen;1465;1811;eccl. Monast.;o. s. Ben.;33
637;Zisterzienserinnen-/Benediktinerinnenkloster St. Aegidii, Münster;7.62371;51.96052;Münster;Münster;Zisterzienserinnen;1206;1465;eccl. Monast.;o. Cist.;28
641;Benediktinerkloster Cismar;10.985833;54.19;Cismar;Lübeck;Benediktiner;1231;1561;eccl. Lubic.;o. s. Ben.;16
647;Zisterzienserinnenkloster Hamburg-Harvestehude;9.995833;53.590833;Harvestehude;Bremen-Hamburg;Zisterzienserinnen;1245;1530;eccl. Bremen.;o. Cist.;28
650;Zisterzienserinnenkloster Itzehoe;9.518625897789178;53.9236138603981;Itzehoe;Bremen-Hamburg;Zisterzienserinnen;1230;1541;eccl. Bremen.;o. Cist.;28
665;Zisterzienserinnenkloster Reinbek;10.25394410719929;53.50727407999845;Reinbek;Bremen-Hamburg;Zisterzienserinnen;1226;1529;eccl. Bremen.;o. Cist.;28
666;Zisterzienserabtei Reinfeld;10.479326;53.832061;Reinfeld;Lübeck;Zisterzienser;1186;1582;eccl. Lubic.;o. Cist.;5
680;Zisterzienserinnenkloster Lübeck (Johanniskloster);10.6925;53.866667;Lübeck;Lübeck;Zisterzienserinnen;1246;1574;eccl. Lubic.;o. Cist.;28
693;Zisterzienserinnenkloster Altfriedland;14.208306;52.624361;Altfriedland;Brandenburg;Zisterzienserinnen;1230;1540;eccl. Brandenburg.;o. Cist.;28
696;Benediktinerinnenkloster Arendsee;11.47725;52.881167;Arendsee (Altmark);Verden;Benediktinerinnen;1183;1540;eccl. Verden.;o. s. Ben.;33
707;Benediktinerinnenkloster Oesede;8.113611;52.200833;Georgsmarienhütte;Osnabrück;Benediktinerinnen;1170;1803;eccl. Osnaburg.;o. s. Ben.;33
720;Benediktinerinnenkloster Nendorf;8.985957;52.501024;Nendorf;Minden;Benediktinerinnen;1200;1542;eccl. Minden.;o. s. Ben.;33
724;Benediktinerkloster Schinna;9.076081;52.536604;Schinna;Minden;Benediktiner;1148;1542;eccl. Minden.;o. s. Ben.;16
726;Benediktinerkloster Thankmarsfelde, später Nienburg;11.771758;51.836512;Nienburg;Magdeburg;Benediktiner;970;1563;eccl. Magdeburg.;o. s. Ben.;16
730;Benediktinerinnenkloster Dambeck;11.16318;52.78858;Dambeck;Verden;Benediktinerinnen;1224;1541;eccl. Verden.;o. s. Ben.;33
732;Zisterzienserabtei Dobrilugk;13.545389;51.611064;Doberlug-Kirchhain;Meißen;Zisterzienser;1165;1541;eccl. Misnen.;o. Cist.;5
738;Benediktinerinnenkloster Guben;14.719598;51.952359;Guben;Meißen;Benediktinerinnen;1151;1563;eccl. Misnen.;o. s. Ben.;33
742;Zisterzienserabtei Himmelpfort;13.229317;53.177769;Himmelpfort;Brandenburg;Zisterzienser;1299;1541;eccl. Brandenburg.;o. Cist.;5
743;Zisterzienserinnenkloster Jüterbog;13.073376;51.990968;Jüterbog;Brandenburg;Zisterzienserinnen;1282;1540;eccl. Brandenburg.;o. Cist.;28
746;Benediktinerinnenkloster Krevese;11.690903;52.810124;Krevese;Verden;Benediktinerinnen;1170;1602;eccl. Verden.;o. s. Ben.;33
749;Zisterzienserabtei Lehnin;12.743406;52.320139;Lehnin;Brandenburg;Zisterzienser;1180;1542;eccl. Brandenburg.;o. Cist.;5
752;Zisterzienserinnenkloster Lindow;12.992;52.973083;Lindow (Mark);Havelberg;Zisterzienserinnen;1225;1541;eccl. Havelberg.;o. Cist.;28
755;Zisterzienserinnenkloster Mühlberg an der Elbe;13.219347;51.435969;Mühlberg/Elbe;Meißen;Zisterzienserinnen;1228;1539;eccl. Misnen.;o. Cist.;28
756;Zisterzienserinnenkloster Neuendorf;11.462778;52.525278;Neuendorf;Halberstadt;Zisterzienserinnen;1225;1578;eccl. Halberstad.;o. Cist.;28
757;Zisterzienserabtei Neuzelle;14.652222;52.090556;Neuzelle;Meißen;Zisterzienser;1268;1817;eccl. Misnen.;o. Cist.;5
765;Benediktinerinnenkloster Spandau;13.199596;52.533613;Spandau;Brandenburg;Benediktinerinnen;1239;1598;eccl. Brandenburg.;o. s. Ben.;33
766;Zisterzienserinnenkloster Marienfließ, Stepenitz;12.143361;53.3191;Stepenitz;Havelberg;Zisterzienserinnen;1230;1539;eccl. Havelberg.;o. Cist.;28
768;Zisterzienserinnenkloster Zehdenick;13.337874;52.977602;Zehdenick;Brandenburg;Zisterzienserinnen;1245;1541;eccl. Brandenburg.;o. Cist.;28
771;Zisterzienserinnenkloster Ziesar;12.287624;52.266850;Ziesar;Brandenburg;Zisterzienserinnen;1330;1539;eccl. Brandenburg.;o. Cist.;28
772;Zisterzienserabtei Zinna;13.103889;52.0225;Zinna;Brandenburg;Zisterzienser;1170;1553;eccl. Brandenburg.;o. Cist.;5
774;Benediktinerinnenkloster Erfurt;11.007222;50.9675;Erfurt;Mainz;Benediktinerinnen;786;1819;eccl. Magunt.;o. s. Ben.;33
776;Benediktinerkloster St. Peter, Erfurt (zuvor Kollegiatstift);11.020556;50.978611;Erfurt;Mainz;Benediktiner;1059;1802;eccl. Magunt.;o. s. Ben.;16
779;Kanonissenstift, später Benediktinerinnenkloster Eschwege;10.05837187;51.18833453;Eschwege;Mainz;Benediktinerinnen;1075;1527;eccl. Magunt.;o. s. Ben.;33
781;Benediktinerkloster St. Wigbert, Göllingen;11.014167;51.345556;Göllingen;Mainz;Benediktiner;1005;1592;eccl. Magunt.;o. s. Ben.;16
785;Benediktinerabtei Helmarshausen;9.453611;51.630139;Helmarshausen;Paderborn;Benediktiner;947;1540;eccl. Paderburn.;o. s. Ben.;16
786;Benediktinerkloster Herrenbreitungen;10.338727;50.75935;Herrenbreitungen;Mainz;Benediktiner;1011;1544;eccl. Magunt.;o. s. Ben.;16
791;Benediktinerkloster St. Michael, Lüneburg;10.401194;53.249378;Lüneburg;Verden;Benediktiner;934;1532;eccl. Verden.;o. s. Ben.;16
802;Kanonissenstift, später Benediktinerabtei Oldenstadt;10.590083;52.971972;Oldenstadt;Verden;Benediktiner;1133;1529;eccl. Verden.;o. s. Ben.;16
817;Reichsabtei Werden an der Ruhr;7.004722;51.388056;Werden;Köln;Benediktiner;795;1803;eccl. Colon.;o. s. Ben.;16
835;Benediktiner-Doppelkloster, später Zisterzienserinnen Meerhusen;7.499561;53.515935;Meerhusen;Bremen-Hamburg;Zisterzienserinnen;1219;1561;eccl. Bremen.;o. Cist.;28
842;Zisterzienserinnenkloster Lilienthal;8.911462;53.141413;Lilienthal;Bremen-Hamburg;Zisterzienserinnen;1232;1565;eccl. Bremen.;o. Cist.;28
850;Benediktiner- (Doppel-?) Kloster, später Augustinerchorherren Marienkamp;7.598889;53.636667;Esens;Bremen-Hamburg;Benediktiner-Doppelkloster;1185;1420;eccl. Bremen.;o. s. Ben.;48
851;Benediktiner-Doppelkloster Marienthal;7.202053;53.599445;Norden;Bremen-Hamburg;Benediktiner-Doppelkloster;1170;1559;eccl. Bremen.;o. s. Ben.;48
858;Benediktinerkloster St. Blasius, Northeim;9.997306;51.70575;Northeim;Mainz;Benediktiner;1234;1616;eccl. Magunt.;o. s. Ben.;16
861;Benediktinerinnenkloster Gertrudenberg, Osnabrück;8.0475;52.283472;Osnabrück;Osnabrück;Benediktinerinnen;1137;1803;eccl. Osnaburg.;o. s. Ben.;33
873;Benediktinerinnenkloster Osterholz-Scharmbeck;8.8125;53.224167;Osterholz-Scharmbeck;Bremen-Hamburg;Benediktinerinnen;1182;1545;eccl. Bremen.;o. s. Ben.;33
874;Zisterzienserinnenkloster St. Jakobi, Osterode;10.25453;51.72411;Osterode am Harz;Mainz;Zisterzienserinnen;1228;1535;eccl. Magunt.;o. Cist.;28
879;Benediktinerabtei Pansath, Holtgast;7.557178;53.634391;Holtgast;Bremen-Hamburg;Benediktiner;1201;1420;eccl. Bremen.;o. s. Ben.;16
882;Kollegiatstift, später Benediktinerkloster Rastede;8.201894;53.242392;Rastede;Bremen-Hamburg;Benediktiner;1095;1529;eccl. Bremen.;o. s. Ben.;16
883;Kollegiatstift, später Benediktinerkloster Reinhausen;9.983333;51.467889;Reinhausen;Mainz;Benediktiner;1116;1551;eccl. Magunt.;o. s. Ben.;16
886;Zisterzienserabtei Scharnebeck;10.510915;53.293041;Marienfließ-Scharnebeck;Verden;Zisterzienser;1243;1531;eccl. Verden.;o. Cist.;5
889;Benediktiner-(Doppel-?)Kloster, später Augustinerchorherrenstift Sielmönken;7.149839;53.425361;Krummhörn;Münster;Benediktiner-Doppelkloster;1148;1444;eccl. Monast.;o. s. Ben.;48
891;Benediktinerabtei St. Maria, Stade;9.476951;53.598048;Stade;Bremen-Hamburg;Benediktiner;1147;1568;eccl. Bremen.;o. s. Ben.;16
895;Benediktinerabtei Steina, Nörten-Hardenberg;9.931486;51.626149;Nörten-Hardenberg;Mainz;Benediktiner;1100;1447;eccl. Magunt.;o. s. Ben.;16
895;Benediktinerabtei Steina, Nörten-Hardenberg;9.931486;51.626149;Nörten-Hardenberg;Mainz;Benediktiner;1491;1619;eccl. Magunt.;o. s. Ben.;16
898;Benediktiner-Doppelkloster Thedinga;7.4507;53.271039;Leer (Ostfriesland);Münster;Benediktiner-Doppelkloster;1288;1557;eccl. Monast.;o. s. Ben.;48
908;Zisterzienserkloster Walkenried;10.61917;51.58306;Walkenried;Mainz;Zisterzienser;1127;1546;eccl. Magunt.;o. Cist.;5
910;Zisterzienserinnenkloster Wiebrechtshausen;10.017778;51.74;Wiebrechtshausen;Mainz;Zisterzienserinnen;1225;1588;eccl. Magunt.;o. Cist.;28
911;Benediktinerkloster Wietmarschen;7.134388;52.517375;Wietmarschen;Münster;Benediktinerinnen;1259;1676;eccl. Monast.;o. s. Ben.;33
916;Benediktinerabtei Zellerfeld;10.337386;51.815358;Zellerfeld;Mainz;Benediktiner;1200;1426;eccl. Magunt.;o. s. Ben.;16
954;Benediktinerkloster Abdinghof, Paderborn;8.752778;51.718611;Paderborn;Paderborn;Benediktiner;1014;1803;eccl. Paderburn.;o. s. Ben.;16
956;Zisterzienserinnenkloster Paderborn, später Benediktinerinnen, gen. Gaukirchkloster;8.7563;51.71819;Paderborn;Paderborn;Zisterzienserinnen;1229;1500;eccl. Paderburn.;o. Cist.;28
966;Zisterzienserinnenkloster Marienbuch, Rengering;7.904342;52.026875;Rengering;Münster;Zisterzienserinnen;1246;1810;eccl. Monast.;o. Cist.;28
970;Benediktinerkloster tom Roden (bei Höxter);9.399619;51.786453;tom Roden;Paderborn;Benediktiner;1101;1538;eccl. Paderburn.;o. s. Ben.;16
975;Zisterzienserinnenabtei Schale;7.62366666666667;52.4416666666667;Schale;Osnabrück;Zisterzienserinnen;1278;1535;eccl. Osnaburg.;o. Cist.;28
989;Benediktinerinnenkloster Ullenhausen;9.099494;52.042114;Gut Ullenhausen;Minden;Benediktinerinnen;1201;1401;eccl. Minden.;o. s. Ben.;33
992;Zisterzienserinnen-, später Benediktinerinnenkloster Vinnenberg;7.9668294;52.0274085;Vinnenberg;Münster;Benediktinerinnen;1465;1810;eccl. Monast.;o. s. Ben.;33
992;Zisterzienserinnen-, später Benediktinerinnenkloster Vinnenberg;7.9668294;52.0274085;Vinnenberg;Münster;Zisterzienserinnen;1256;1465;eccl. Monast.;o. Cist.;28
993;Zisterzienserinnen-, später Zisterzienserkloster Segenstal, Vlotho;8.8616;52.167026;Vlotho;Minden;Zisterzienser;1430;1560;eccl. Minden.;o. Cist.;5
993;Zisterzienserinnen-, später Zisterzienserkloster Segenstal, Vlotho;8.8616;52.167026;Vlotho;Minden;Zisterzienserinnen;1252;1430;eccl. Minden.;o. Cist.;28
1003;Zisterzienserinnenkloster Welver;7.965634;51.624143;Welver;Köln;Zisterzienserinnen;1240;1809;eccl. Colon.;o. Cist.;28
1011;Benediktinerinnenkloster Willebadessen;9.034556;51.625111;Willebadessen;Paderborn;Benediktinerinnen;1149;1810;eccl. Paderburn.;o. s. Ben.;33
1012;Zisterzienserinnenkloster Wormeln;9.1323;51.47328;Wormeln;Mainz;Zisterzienserinnen;1246;1810;eccl. Magunt.;o. Cist.;28
